,date,capital,strat scalar,BTC-USD units,ETH-USD units,LTC-USD units,XMR-USD units,XRP-USD units,ADA-USD units,DOGE-USD units,SOL-USD units,DOT-USD units,ATOM-USD units,TRX-USD units,AVAX-USD units,LINK-USD units,ETC-USD units,FIL-USD units,BCH-USD units,NEAR-USD units,ALGO-USD units,EOS-USD units,FTM-USD units,XTZ-USD units,NEO-USD units,BTC-USD w,ETH-USD w,LTC-USD w,XMR-USD w,XRP-USD w,ADA-USD w,DOGE-USD w,SOL-USD w,DOT-USD w,ATOM-USD w,TRX-USD w,AVAX-USD w,LINK-USD w,ETC-USD w,FIL-USD w,BCH-USD w,NEAR-USD w,ALGO-USD w,EOS-USD w,FTM-USD w,XTZ-USD w,NEO-USD w,nominal,leverage,daily pnl,nominal ret,capital ret
0,2021-01-22,10000.0,2.0,0.006081111064375826,0.10978883609413617,1.1568921693233196,0.0,0.0,322.33052543009217,7224.552847108779,25.992095654734396,4.642075179555014,14.169827493375092,0.0,7.423121515411141,5.2996472095496125,21.719347644341717,0.0,0.2607379818026015,52.528833604488646,116.47757627807152,0.0,0.0,22.550762552402855,6.557267251050835,0.10912143306216528,0.0738063884465956,0.0863396890621063,0.0,0.0,0.06126065903994921,0.03348048681644212,0.047286190842478364,0.04331150819733586,0.06173525212129794,0.0,0.051330003877531276,0.062320475187218526,0.08781143729495507,0.0,0.06258906000496983,0.06758102398325784,0.03236092940703252,0.0,0.0,0.03587399400598397,0.08379146865068032,1839.3426217349936,0.18393426217349937,,,
1,2021-01-23,10040.415283399168,2.0,0.0062293882749090744,0.11062559073319886,0.0,0.0,0.0,328.3129649418771,7218.9749540549965,25.050503701072905,4.334109057587761,13.735515034225312,0.0,7.388849393919363,4.616004664952272,0.0,0.0,0.26796094368305623,53.34688698362523,106.47483107587017,0.0,0.0,25.404056836910605,6.4128997242443075,0.1295787616339577,0.08833477950500146,0.0,0.0,0.0,0.07361006581239012,0.0401729373486702,0.056939786185935364,0.05228680859915423,0.07404998858706004,0.0,0.061719232632859056,0.07414214335839961,0.0,0.0,0.07500296793432304,0.08195299283888215,0.0384740587078665,0.0,0.0,0.05224922936274082,0.1014862474927597,1541.6245236580255,0.1535419083916727,40.41528339916868,0.021972678130541136,0.004041528339916869
2,2021-01-24,10070.42844270185,2.0,0.006293517234363443,0.09517670818441096,0.0,0.0,0.0,325.0610657497259,7116.078310206198,24.684049829284426,4.493855388334651,13.95653054025235,0.0,7.600232800363745,4.68867868957412,0.0,0.0,0.26348867174496676,49.1147001222394,106.45723148462496,0.0,0.0,45.5986746004167,6.450130003383827,0.1264153753953314,0.08239385206350451,0.0,0.0,0.0,0.07155977791071026,0.03863247043381377,0.05580810110843538,0.05031875784510739,0.07154523327717663,0.0,0.05892889763635031,0.07204882183083781,0.0,0.0,0.07213788194948849,0.07835302148077482,0.037314410169403484,0.0,0.0,0.08634736293272775,0.09819603596633802,1607.5082797316172,0.15962660266918396,30.013159302682595,0.019468527415136237,0.0029892348528956164
3,2021-01-25,10022.808428347593,2.0,0.006248326281835203,0.09854169351880739,0.0,0.0,0.0,0.0,0.0,24.220049168629792,4.938233487185573,15.624283158514023,0.0,7.638834652327114,4.839328617199935,0.0,0.0,0.26747748553344924,52.361723146873864,106.84442892484809,0.0,1564.0343177797965,46.65144659631469,6.674182986285277,0.13354297484208447,0.08618011997841903,0.0,0.0,0.0,0.0,0.0,0.0591749037795323,0.05625164734415616,0.08004977417675006,0.0,0.0616604780195331,0.07522407489673798,0.0,0.0,0.07662003071156626,0.08487732473368167,0.03938595245117431,0.0,0.05402077840395513,0.09013224922194639,0.10287969144046322,1514.3872722113579,0.15109410531365677,-47.6200143542577,-0.029623495539449488,-0.004728697952148047
4,2021-01-26,10060.857748576433,2.0,0.00623485345815806,0.09691466951605097,0.0,0.0,0.0,0.0,0.0,23.091340413332794,5.10237969782384,16.208764253123917,0.0,7.787792495686294,4.939711620049394,0.0,0.0,0.0,54.18226710813063,108.50156142446221,0.0,1018.0365335094365,52.039979999815074,6.7254429691073305,0.14254246379984653,0.09231881472922157,0.0,0.0,0.0,0.0,0.0,0.06560276676219846,0.061308685593127236,0.08783525945168612,0.0,0.06654421650109345,0.07983986274434006,0.0,0.0,0.0,0.09044398476631682,0.0458207236917831,0.0,0.0520231946787888,0.10625137770228216,0.10946864957931572,1424.6157534770932,0.14159983065844164,38.04932022883966,0.02512522452283874,0.0037962733200830683
5,2021-01-27,9957.187596161803,2.0,0.006767770231178959,0.10132431108476013,0.0,0.0,0.0,0.0,0.0,0.0,5.507379078237688,0.0,0.0,8.292137881319846,5.2058200177064045,0.0,0.0,0.0,58.52175389169484,113.67806700746648,0.0,898.7310553229303,52.97835039103153,7.0153130646289625,0.17568966909613254,0.10831582364189947,0.0,0.0,0.0,0.0,0.0,0.0,0.07284087659429797,0.0,0.0,0.07911465739494415,0.09356754539420414,0.0,0.0,0.0,0.10182176598753957,0.05266973977313593,0.0,0.06311602348811357,0.12673742420211864,0.12612647442761396,1172.2970727828474,0.11773375377950425,-103.67015241462936,-0.0727706065032618,-0.010304305557773962
6,2021-01-28,10080.415530492277,2.0,0.0058664521318504016,0.11441744983840199,0.0,0.0,0.0,0.0,472.9068817176838,0.0,5.099188944031689,0.0,0.0,7.862859745468566,4.835354826492214,0.0,0.0,0.0,52.65511817904479,111.43239215268618,0.0,565.142345600003,49.369258555746306,6.827667763251977,0.16241276190531062,0.12612363578640695,0.0,0.0,0.0,0.0,0.013334162180895292,0.0,0.07147933531042715,0.0,0.0,0.07805686217274548,0.09244529359253457,0.0,0.0,0.0,0.09840267929072166,0.051730077076987596,0.0,0.05581965880707753,0.12376593776188408,0.12642959611500904,1208.816706501695,0.1199173489272483,123.22793433047379,0.10511664422905209,0.012375777109790966
7,2021-01-29,10098.944085195244,2.0,0.005742557463610162,0.11135165162565394,0.0,0.0,0.0,0.0,341.85184065710666,0.0,5.176961074937868,0.0,0.0,8.053765638017369,4.909884330578037,0.0,0.0,0.0,54.678178692553416,93.08548491975685,0.0,525.139316562253,51.89179037469491,6.7603562145696925,0.16269462627168693,0.12709699410843964,0.0,0.0,0.0,0.0,0.01331056354190837,0.0,0.07198215748160965,0.0,0.0,0.0772742604706869,0.09231372272623954,0.0,0.0,0.0,0.09940569758673651,0.049257508312720286,0.0,0.055806335297058945,0.12445276062525451,0.12640537357765871,1211.2497332690616,0.11993825523251665,18.528554702966673,0.015327844662726497,0.001838074496722834
8,2021-01-30,10099.399968594946,2.0,0.0,0.1125719372363924,0.0,0.0,0.0,0.0,565.8542234031369,0.0,5.266944018748783,0.0,0.0,7.988838274502164,4.7581336994639285,0.0,0.0,0.0,55.80259264581935,91.38411558078961,0.0,513.0830767412709,52.191195333570924,6.713104612745975,0.0,0.1519436187033376,0.0,0.0,0.0,0.0,0.015638005131401934,0.0,0.08527503175616961,0.0,0.0,0.09390701908165229,0.1101123892176513,0.0,0.0,0.0,0.11889686562184054,0.05949770061195035,0.0,0.06641864037891988,0.14788625586669285,0.1504244736303837,1019.5359739321927,0.10095015318756934,0.4558833997016547,0.0003763744066810006,4.514168965149287e-05
9,2021-01-31,10089.858041893049,2.0,0.0,0.11995426808284641,0.0,0.0,0.0,0.0,427.77314195790325,0.0,5.372447769941886,0.0,0.0,7.031797131641575,5.1896473422234735,0.0,0.0,0.0,56.35422850900629,93.51791302207995,0.0,543.5746704225508,54.58395525046271,0.0,0.0,0.17998391667582977,0.0,0.0,0.0,0.0,0.01815542998594186,0.0,0.09882560051459724,0.0,0.0,0.10844799822381429,0.13381752597147747,0.0,0.0,0.0,0.1378982867275126,0.0694925087542883,0.0,0.07658036969901282,0.17679836344752567,0.0,876.4016852151985,0.08685966458362272,-9.541926701896559,-0.009359087806480064,-0.0009448013477600747
