,date,capital,strat scalar,MMM units,AOS units,ABT units,ABBV units,ACN units,ADBE units,AMD units,AES units,AFL units,A units,APD units,ABNB units,AKAM units,ALB units,ARE units,ALGN units,ALLE units,LNT units,ALL units,GOOGL units,GOOG units,MO units,AMZN units,AMCR units,AEE units,AAL units,AEP units,AXP units,AIG units,AMT units,MMM w,AOS w,ABT w,ABBV w,ACN w,ADBE w,AMD w,AES w,AFL w,A w,APD w,ABNB w,AKAM w,ALB w,ARE w,ALGN w,ALLE w,LNT w,ALL w,GOOGL w,GOOG w,MO w,AMZN w,AMCR w,AEE w,AAL w,AEP w,AXP w,AIG w,AMT w,nominal,leverage,daily pnl,nominal ret,capital ret
0,2019-01-22,10000.0,2.0,0.23317136342490127,6.305677531337456,9.725381335177055,3.600836896861176,9.133890787706177,3.2846186317302983,8.446772378551243,37.740436839404104,33.39429032536223,7.836019109393722,5.7568434973851605,0.0,11.549659066298867,1.4059674956954924,7.676256687310967,0.7349596227325255,8.360598163733115,26.602073168070223,11.98870014276728,0.0,0.0,4.899982159319422,0.0,30.073375465431305,14.770000142567797,0.0,16.204172298481037,13.656339635705944,0.0,7.257928231648218,0.0023378163465868932,0.017282785270744304,0.040761798422422585,0.016161784525910636,0.08060440814785903,0.05107652775509935,0.010643669464888933,0.03231960586165587,0.08937738539657662,0.03438627886508048,0.051631001585034635,0.0,0.04751271672949066,0.0063616605394262804,0.052334559521905674,0.010131003428887923,0.041188798041591416,0.06288827385262154,0.05797258368955993,0.0,0.0,0.009493199022718512,0.0,0.014593252606473052,0.05560836589897394,0.0,0.06640346927622073,0.08101559991627441,0.0,0.06791345583399662,15681.45503616755,1.568145503616755,,,
1,2019-01-23,10021.909054751246,2.0,0.23364568965871507,6.411945458631902,9.966967847039047,3.617293861997109,9.187822190286328,3.2744924961110047,8.448177309142954,37.20346837720052,33.291830259185346,7.817018232241397,5.8270958330957034,0.0,11.603743954461219,1.4366871461285524,7.729114254550785,0.7329755111597341,8.353501864901375,26.354898581352227,12.010770558141205,0.0,0.0,4.940378160825313,0.0,29.703813749583666,14.689330427042528,0.0,16.10682093450241,13.702730445997636,0.0,7.225131586480525,0.002337816346586893,0.0172827852707443,0.04076179842242258,0.016161784525910633,0.08060440814785899,0.051076527755099334,0.010643669464888933,0.03231960586165587,0.08937738539657662,0.034386278865080465,0.05163100158503462,0.0,0.04751271672949065,0.0063616605394262804,0.05233455952190567,0.01013100342888792,0.0411887980415914,0.06288827385262152,0.05797258368955993,0.0,0.0,0.00949319902271851,0.0,0.014593252606473048,0.05560836589897393,0.0,0.06640346927622072,0.08101559991627438,0.0,0.0679134558339966,15715.811621864212,1.568145503616755,21.909054751246718,0.0013971314970910517,0.0021909054751246783
2,2019-01-24,10064.856357529507,2.0,0.23436667021996055,6.450525980825295,9.875483700310618,3.7415087098480813,9.120881544012285,3.3235033772311446,8.057109208913369,37.2923973246007,33.65348540276534,7.7928716464962,5.838979928778703,0.0,11.613764560743729,1.4408946377631824,7.796876520780654,0.7246079744515145,8.331686952315755,26.299100247787134,12.011895692804883,0.0,0.0,5.1184242605620875,0.0,14.569615555067795,14.612805043953239,0.0,16.02188599766499,13.760072934883334,0.0,7.262225395330135,0.0023554014372624502,0.017412786648549675,0.0410684092998782,0.01628335371879522,0.08121071575119113,0.05146072618594587,0.010723731311036083,0.03256271443624739,0.09004968347030584,0.03464493298593144,0.05201937077659591,0.0,0.047870108118745834,0.006409513048284067,0.05272822088713724,0.01020720899319218,0.04149862081677906,0.0633613204200913,0.05840865435968147,0.0,0.0,0.009564607012426231,0.0,0.007181007829196316,0.05602665288635029,0.0,0.06690295719797247,0.08162500051044096,0.0,0.06842430189796347,15665.324429240703,1.556437953286983,42.947302778261154,0.002732744818505726,0.0042853414996717396
3,2019-01-25,10158.286867886041,2.0,0.2324609909204156,6.34627797245407,9.926531033590564,4.026613278698457,9.102491777403662,3.3216262006838906,7.731425434395469,37.68597672266202,33.79452208326591,7.7082264815041555,5.731668814004089,0.0,11.565738985587995,1.4056552921709,7.733716518791047,0.7102524405118251,8.29017099738396,27.04823205903617,12.137469136202785,0.0,0.0,5.059676155025592,0.0,14.70486305077499,14.924286068734,0.0,16.370643566294568,13.743094986017553,0.0,7.252583319493565,0.0023554014372624494,0.017412786648549672,0.04106840929987819,0.016283353718795218,0.08121071575119111,0.051460726185945854,0.01072373131103608,0.03256271443624738,0.09004968347030581,0.03464493298593142,0.0520193707765959,0.0,0.04787010811874582,0.006409513048284066,0.052728220887137224,0.010207208993192177,0.04149862081677904,0.06336132042009128,0.058408654359681456,0.0,0.0,0.00956460701242623,0.0,0.007181007829196315,0.056026652886350274,0.0,0.06690295719797244,0.08162500051044096,0.0,0.06842430189796345,15810.74322155459,1.5564379532869834,93.4305103565344,0.005964160575068456,0.009282845878534464
4,2019-01-28,10093.860084966338,2.0,0.23421471668134894,6.22752763136394,10.163553450625487,4.177424970140388,9.02158880847819,3.342865481114016,8.348603746063855,37.47056597933304,33.73621227691274,7.699063804000101,5.73165141073893,0.0,11.570180778501328,1.3874997095449448,7.632329376238443,0.724005667851625,8.228794534540228,26.964266945505276,12.01308033960389,0.0,0.0,4.909941567703778,0.0,14.611600571386731,14.891005091540178,0.0,16.25623234731219,13.708991206523303,0.0,7.179138524889899,0.00235540143726245,0.017412786648549672,0.04106840929987819,0.016283353718795215,0.0812107157511911,0.05146072618594586,0.010723731311036079,0.032562714436247385,0.09004968347030583,0.03464493298593143,0.052019370776595894,0.0,0.04787010811874583,0.006409513048284066,0.05272822088713723,0.010207208993192178,0.041498620816779054,0.06336132042009128,0.058408654359681456,0.0,0.0,0.00956460701242623,0.0,0.0071810078291963154,0.05602665288635027,0.0,0.06690295719797246,0.08162500051044094,0.0,0.06842430189796346,15710.466931410181,1.5564379532869832,-64.4267829197025,-0.004074873775185373,-0.006342288198552325
5,2019-01-29,10127.907308020958,2.0,0.23053015872848884,6.292924242010641,10.104184713945177,4.173662319132724,9.065120571054102,3.404537077035247,8.78145985958611,37.22168527004198,34.02245611510626,7.694577715381117,5.632960543616475,0.0,11.759366114716494,1.3703159677192822,7.549850708336317,0.724681009933947,8.18372301897755,27.004934705407162,12.01332092358351,0.0,0.0,4.861045778664919,0.0,14.660886416410476,14.983306731773226,0.0,16.2856341739988,13.676209749053426,0.0,7.144261335394895,0.00235540143726245,0.017412786648549675,0.04106840929987819,0.016283353718795218,0.0812107157511911,0.05146072618594587,0.01072373131103608,0.03256271443624739,0.09004968347030583,0.03464493298593144,0.05201937077659589,0.0,0.047870108118745834,0.0064095130482840655,0.05272822088713723,0.010207208993192178,0.041498620816779054,0.0633613204200913,0.058408654359681456,0.0,0.0,0.00956460701242623,0.0,0.007181007829196316,0.056026652886350274,0.0,0.06690295719797243,0.08162500051044096,0.0,0.06842430189796346,15763.459321576418,1.556437953286983,34.047223054620716,0.002167168118125718,0.0033730627102043957
6,2019-01-30,10349.091094622669,2.0,0.2408504846695106,6.629826898647069,10.384352794544547,4.323144592628359,9.453783904317088,3.53359769143244,7.738900574591777,38.71811205144177,35.75933797984456,7.931048497967156,5.927590004908229,0.0,12.33060880559384,1.4143947513512323,7.901789374325562,0.7305086190761242,8.562197185713202,28.121304039097605,12.617557568844767,0.0,0.0,4.935315239533349,0.0,0.0,15.728907502804581,0.0,17.172742645949562,14.215996762835234,0.0,7.506388827220258,0.0023724379326309558,0.017538732423396267,0.04136545495577388,0.016401130364349283,0.08179810860952962,0.05183293892618506,0.010801295498576826,0.03279823884618571,0.09070100811972964,0.03489551797370447,0.05239562416393274,0.0,0.04821635010635485,0.006455872720836691,0.053109601350238796,0.010281037201830788,0.041798778170069176,0.06381960953582431,0.058831121100907484,0.0,0.0,0.009633787314556877,0.0,0.0,0.05643189073553855,0.0,0.06738686278723256,0.08221538986876901,0.0,0.06891921129384662,16543.49846013665,1.5985460277504524,221.18378660171084,0.014031424326953604,0.02183904136114485
7,2019-01-31,10550.631628380557,2.0,0.2442782512205259,6.750464139600192,10.397997649931643,4.3398168112241144,9.67178338458169,3.527549155539579,7.462969668681219,38.901351573702286,36.21115498640669,8.020646598203324,6.027955184161715,0.0,12.491568080646562,1.4326512481721214,7.911937998203692,0.6965116919304382,8.734021867430357,27.934013731406377,12.785687406048558,0.0,0.0,4.873398016047846,0.0,0.0,15.711457767632806,0.0,17.073473743824167,14.488609086796025,0.0,7.547636272558419,0.0023724379326309558,0.017538732423396267,0.04136545495577388,0.016401130364349283,0.0817981086095296,0.05183293892618506,0.010801295498576825,0.032798238846185705,0.09070100811972961,0.034895517973704465,0.05239562416393273,0.0,0.04821635010635485,0.0064558727208366895,0.053109601350238796,0.010281037201830786,0.04179877817006916,0.06381960953582431,0.05883112110090749,0.0,0.0,0.009633787314556877,0.0,0.0,0.05643189073553854,0.0,0.06738686278723256,0.08221538986876903,0.0,0.06891921129384662,16865.670279806025,1.5985460277504522,201.5405337578879,0.012182461541826941,0.01947422550591011
8,2019-02-01,10569.584162663434,2.0,0.24611783653026426,6.719068850453294,10.505931489785768,4.336270032911162,9.614641938535227,3.5401713834072477,7.445872223633104,38.29368290378896,36.094598966876575,8.03611305748934,5.984179716577169,0.0,12.433789549792795,1.4251622347318902,7.991071741400167,0.7119182910146247,8.659943418631652,28.18063419371999,12.671656620598798,0.0,0.0,4.897036809870387,0.0,0.0,15.851702636281113,0.0,17.106302150040655,14.463933852679938,0.0,7.668116804700746,0.0023724379326309558,0.017538732423396264,0.04136545495577388,0.016401130364349287,0.0817981086095296,0.05183293892618506,0.010801295498576826,0.032798238846185705,0.09070100811972961,0.03489551797370447,0.05239562416393274,0.0,0.04821635010635484,0.00645587272083669,0.053109601350238796,0.010281037201830788,0.041798778170069176,0.06381960953582431,0.05883112110090749,0.0,0.0,0.009633787314556878,0.0,0.0,0.05643189073553854,0.0,0.06738686278723255,0.08221538986876903,0.0,0.06891921129384662,16895.966778199723,1.5985460277504524,18.952534282876307,0.0011237344243334912,0.0017963412002647435
9,2019-02-04,10666.922825604746,2.0,0.2470817461160838,6.62955558595662,10.582209094588759,4.485986815556131,9.59100169086732,3.469548628449848,7.632781661312654,38.30189457054166,36.36630982028628,8.111186320622709,6.003461582179203,0.0,12.263787566637273,1.427052707020892,8.046185907290857,0.7168880372649098,8.68662555684893,28.382316409570873,12.791232721335382,0.0,0.0,4.9511927454561455,0.0,0.0,15.965224634614417,0.0,17.185640672074413,14.54632440754958,0.0,7.715644042919,0.0023724379326309553,0.017538732423396264,0.04136545495577388,0.016401130364349283,0.08179810860952959,0.051832938926185054,0.010801295498576825,0.0327982388461857,0.0907010081197296,0.034895517973704465,0.05239562416393273,0.0,0.04821635010635484,0.0064558727208366895,0.053109601350238796,0.010281037201830783,0.04179877817006916,0.06381960953582429,0.058831121100907484,0.0,0.0,0.009633787314556877,0.0,0.0,0.05643189073553853,0.0,0.06738686278723255,0.08221538986876901,0.0,0.06891921129384662,17051.5671111911,1.5985460277504524,97.33866294131337,0.0057610590870068625,0.009209318119170468
